GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs60749569	8	42602668	rs60749569	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation	up to 547,219 European ancestry individuals	NA	8p11.21	NR	CHRNB3 - CHRNA6	ENSG00000147432	ENSG00000147434		10118	5095	rs60749569-T	rs60749569	0	60749569	intergenic_variant	1	0.0796	3E-8	7.522878745280337		0.04007128	[0.026-0.054] unit decrease	NR [~ 10000000] (imputed)	N
1	rs60749569	8	42602668	rs60749569	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation (MTAG)	up to 820,192 European ancestry individuals	NA	8p11.21	NR	CHRNB3 - CHRNA6	ENSG00000147432	ENSG00000147434		10118	5095	rs60749569-T	rs60749569	0	60749569	intergenic_variant	1	0.0796	8E-13	12.096910013008056		0.0208199	[0.015-0.027] unit decrease	NR [9732723] (imputed)	N
2	rs3025327	9	136459543	rs3025316	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Smoking status	approximately 458,000 European ancestry individuals	NA	9q34.2		FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		8224	17377	rs3025316-?	rs3025316	0	3025316	regulatory_region_variant	1	NR	5E-14	13.301029995663981				NR [~ 8900000] (imputed)	N
2	rs3025327	9	136459543	rs3025316	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		8224	17377	rs3025316-C	rs3025316	0	3025316	regulatory_region_variant	1	0.108	2E-12	11.698970004336019		0.0122698	[0.0089-0.0157] unit increase	NR [9732723] (imputed)	N
2	rs3025327	9	136467344	rs3025327	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Cigarettes smoked per day (MTAG)	up to 403,928 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		16025	9576	rs3025327-C	rs3025327	0	3025327	intergenic_variant	1	0.111	2E-40	39.69897000433602		0.0463005	[0.039-0.053] unit increase	NR [9732723] (imputed)	N
2	rs3025327	9	136467344	rs3025327	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation	up to 547,219 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		16025	9576	rs3025327-C	rs3025327	0	3025327	intergenic_variant	1	0.107	1E-35	35.0		0.07858633	[0.066-0.091] unit increase	NR [~ 10000000] (imputed)	N
2	rs3025327	9	136467344	rs3025327	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation (MTAG)	up to 820,192 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		16025	9576	rs3025327-C	rs3025327	0	3025327	intergenic_variant	1	0.107	8E-49	48.096910013008056		0.036585	[0.032-0.041] unit increase	NR [9732723] (imputed)	N
2	rs3025327	9	136468701	rs75596189	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking behaviour (cigarettes smoked per day)	up to 377,334 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		17382	8219	rs75596189-T	rs75596189	0	75596189	regulatory_region_variant	1	0.112	2E-20	19.69897000433602	(Conditioned on chr9:136502369)	0.035800464	[0.028-0.043] unit increase	NR [~ 10000000] (imputed)	N
2	rs1029372	9	136473572	rs10821523	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation	up to 547,219 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		22253	3348	rs10821523-C	rs10821523	0	10821523	intergenic_variant	1	0.535529	2E-11	10.698970004336019	(Conditioned on chr9:136467344)	0.026156629	[0.018-0.034] unit increase	NR [~ 10000000] (imputed)	N
2	rs1029372	9	136473572	rs10821523	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation (MTAG)	up to 820,192 European ancestry individuals	NA	9q34.2	NR	FAM163B - AC002101.1	ENSG00000196990	ENSG00000261018		22253	3348	rs10821523-C	rs10821523	0	10821523	intergenic_variant	1	0.536	2E-7	6.698970004336019		0.00815022	[0.0051-0.0112] unit increase	NR [9732723] (imputed)	N
