GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs11127891	3	85405501	rs9822731	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	3p12.1	NR	CADM2			ENSG00000175161			rs9822731-C	rs9822731	0	9822731	intron_variant	0	0.222516373434048	4E-9	8.397940008672037		0.012990439	[0.0087-0.0173] unit decrease	NR [NR]	N
1	rs11127891	3	85405501	rs9822731	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Alcohol consumption (drinks per week)	414,343 European ancestry individuals	NA	3p12.1	CADM2	CADM2			ENSG00000175161			rs9822731-T	rs9822731	0	9822731	intron_variant	0	0.7753	4E-15	14.397940008672037		0.021035347	[0.016-0.026] unit decrease	Affymetrix [11514936] (imputed)	N
1	rs11127891	3	85414291	rs7627971	2019-01-21	29970889	Day FR	2018-07-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29970889	Elucidating the genetic basis of social interaction and isolation.	Regular attendance at a gym or sports club	135,060 European ancestry cases, 317,242 European ancestry controls	NA	3p12.1	CADM2, MIR5688	CADM2			ENSG00000175161			rs7627971-T	rs7627971	0	7627971	intron_variant	0	0.272731	6E-10	9.221848749616356		0.00665275	[0.0045-0.0088] unit increase	NR [NR] (imputed)	N
1	rs11127891	3	85416384	rs9870448	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	3p12.1	NR	CADM2			ENSG00000175161			rs9870448-A	rs9870448	0	9870448	intron_variant	0	NR	5E-11	10.301029995663981		6.557	z score increase	Affymetrix [10847151] (imputed)	N
1	rs11127891	3	85420724	rs9854869	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	3p12.1	NR	CADM2			ENSG00000175161			rs9854869-A	rs9854869	0	9854869	intron_variant	0	NR	1E-16	16.0		0.02362	[0.018-0.029] unit decrease	Affymetrix [10847151] (imputed)	N
1	rs11127891	3	85420724	rs9854869	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Suffering from nerves	369,499 European ancestry individuals	NA	3p12.1	CADM2	CADM2			ENSG00000175161			rs9854869-A	rs9854869	0	9854869	intron_variant	0	0.220189	1E-10	10.0		6.46	z score decrease	NR [10847151] (imputed)	N
1	rs1155666	3	85428726	rs2163971	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Number of sexual partners	370,711 European ancestry individuals	NA	3p12.1	CADM2	CADM2			ENSG00000175161			rs2163971-T	rs2163971	0	2163971	intron_variant	0	0.4479	5E-14	13.301029995663981		0.017939975	[0.013-0.023] unit increase	Affymetrix [11515109] (imputed)	N
1	rs1155666	3	85428726	rs2163971	2019-04-24	30718321	Sanchez-Roige S	2019-02-04	J Neurosci	www.ncbi.nlm.nih.gov/pubmed/30718321	Genome-wide association studies of impulsive personality traits (BIS-11 and UPPSP) and drug experimentation in up to 22,861 adult research participants identify loci in the CACNA1I and CADM2 genes.	Drug experimentation measurement	22,572 European ancestry individuals	NA	3p12.1	CADM2	CADM2			ENSG00000175161			rs2163971-T	rs2163971	0	2163971	intron_variant	0	0.4321	3E-7	6.522878745280337		0.048	[0.029-0.066] unit increase	Illumina [11434023] (imputed)	N
1	rs1155666	3	85457240	rs62250685	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Alcohol consumption (drinks per week)	up to 941,280 European ancestry individuals	NA	3p12.1	NR	CADM2			ENSG00000175161			rs62250685-G	rs62250685	0	62250685	intron_variant	0	0.614	1E-21	21.0		0.014357061	[0.011-0.017] unit decrease	NR [~ 10000000] (imputed)	N
1	rs1155666	3	85457240	rs62250685	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Alcohol consumption (drinks per week) (MTAG)	up to 1,039,210 European ancestry individuals	NA	3p12.1	NR	CADM2			ENSG00000175161			rs62250685-G	rs62250685	0	62250685	intron_variant	0	0.614	1E-31	31.0		0.0158444	[0.013-0.019] unit decrease	NR [~ 9732723] (imputed)	N
