GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs62180314	2	63131731	rs721048	2008-06-16	18264098	Gudmundsson J	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264098	Common sequence variants on 2p15 and Xp11.22 confer susceptibility to prostate cancer.	Prostate cancer	1,854 European ancestry cases, 21,372 European ancestry controls	8,239 European ancestry cases, 7,590 European ancestry controls	2p15	EHBP1	EHBP1			ENSG00000115504			rs721048-A	rs721048	0	721048	intron_variant	0	0.19	8E-9	8.096910013008056		1.15	[1.10-1.21]	Illumina [310520]	N
1	rs62180314	2	63131731	rs721048	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	2p15	NR	EHBP1			ENSG00000115504			rs721048-A	rs721048	0	721048	intron_variant	0	0.18	5E-22	21.30102999566398		1.1	[1.08-1.12]	Illumina [20370935] (imputed)	N
1	rs6545977	2	63277843	rs58235267	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels (conditioned on lead SNPs)	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer)	2p15	intergenic	OTX1			ENSG00000115507			rs58235267-?	rs58235267	0	58235267	intron_variant	0	0.471	6E-7	6.221848749616356	(conditional on Round 2 SNPs)	0.027	unit increase	Affymetrix [10109774] (imputed)	N
1	rs6545977	2	63301164	rs6545977	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	2p15	EHBP1	OTX1 - AC009501.2	ENSG00000115507	ENSG00000270437		16193	8979	rs6545977-?	rs6545977	0	6545977	intergenic_variant	1	NR	5E-7	6.301029995663981				Illumina [541129]	N
1	rs6545977	2	63301164	rs6545977	2019-01-21	29970889	Day FR	2018-07-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29970889	Elucidating the genetic basis of social interaction and isolation.	Regular attendance at a religious group	66,259 European ancestry cases, 386,043 European ancestry controls	NA	2p15	EHBP1, LOC100132215, OTX1, DBIL5P2, WDPCP	OTX1 - AC009501.2	ENSG00000115507	ENSG00000270437		16193	8979	rs6545977-G	rs6545977	0	6545977	intergenic_variant	1	0.515963	4E-8	7.3979400086720375		0.00400688	[0.0026-0.0054] unit increase	NR [NR] (imputed)	N
1	rs62180314	2	63331776	rs79036893	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Age of smoking initiation (MTAG)	up to 931,815 European ancestry  individuals	NA	2p15	NR	AC009501.2 - AC009501.1	ENSG00000270437	ENSG00000232403		17319	3477	rs79036893-A	rs79036893	0	79036893	intergenic_variant	1	0.214	7E-17	16.154901959985743		0.0149287	[0.011-0.018] unit increase	NR [9732723] (imputed)	N
1	rs7599208	2	63355520	rs10173115	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	General risk tolerance (MTAG)	975,353 European ancestry individuals	NA	2p15	WDPCP	WDPCP			ENSG00000143951			rs10173115-A	rs10173115	0	10173115	intron_variant	0	0.46	2E-11	10.698970004336019		0.0079	[0.0055-0.0103] unit decrease	Affymetrix, Illumina [5869552] (imputed)	N
1	rs62180314	2	63416606	rs62180324	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	2p15	NR	WDPCP			ENSG00000143951			rs62180324-A	rs62180324	0	62180324	intron_variant	0	0.212	4E-10	9.397940008672037		0.019516665	[0.013-0.026] unit decrease	NR [~ 10000000] (imputed)	N
1	rs62180314	2	63416606	rs62180324	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	2p15	NR	WDPCP			ENSG00000143951			rs62180324-A	rs62180324	0	62180324	intron_variant	0	0.212	2E-18	17.69897000433602		0.0115094	[0.0089-0.0141] unit decrease	NR [9732723] (imputed)	N
1	rs6546000	2	63426408	rs201021681	2017-12-01	28928442	Tian C	2017-09-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28928442	Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.	Childhood ear infection	46,936 European ancestry cases, 74,874 European ancestry controls	NA	2p15	NR	WDPCP			ENSG00000143951			rs201021681-?	rs201021681	0	201021681	intron_variant	0	NR	4E-7	6.3979400086720375		0.0515	[0.032-0.071] unit increase	Illumina [at least 560000] (imputed)	N
